date,species,mixed_species,repeated,IDtime,NOtime,density,number,leafDW,total
20231218,Wheat,Corn/Wheat,3,1,7,Low,90,0.0094,0.0219
20231218,Wheat,Corn/Wheat,3,1,7,Low,90,0.0118,0.0253
20231218,Wheat,Corn/Wheat,3,1,7,Low,90,0.0166,0.0372
20231218,Wheat,Corn/Wheat,3,1,7,Low,90,0.0101,0.0326
20231218,Corn,Corn/Wheat,1,1,7,Middle,180,0.0408,0.2867
20231218,Corn,Corn/Wheat,1,1,7,Middle,180,0.039,0.2094
20231218,Corn,Corn/Wheat,1,1,7,Middle,180,0.023,0.1443
20231218,Corn,Corn/Wheat,1,1,7,Middle,180,0.0256,0.1688
20231218,Corn,Corn/Wheat,1,1,7,Middle,180,0.0166,0.1174
20231218,Wheat,Corn/Wheat,1,1,7,Middle,180,0.0073,0.0381
20231218,Wheat,Corn/Wheat,1,1,7,Middle,180,0.0061,0.015
20231218,Wheat,Corn/Wheat,1,1,7,Middle,180,0.0081,0.0209
20231218,Wheat,Corn/Wheat,1,1,7,Middle,180,0.01,0.0243
20231218,Wheat,Corn/Wheat,1,1,7,Middle,180,0.0076,0.0202
20231218,Corn,Corn/Wheat,2,1,7,Middle,180,0.0348,0.253
20231218,Corn,Corn/Wheat,2,1,7,Middle,180,0.0347,0.1924
20231218,Corn,Corn/Wheat,2,1,7,Middle,180,0.0294,0.1748
20231218,Corn,Corn/Wheat,2,1,7,Middle,180,0.0334,0.2471
20231218,Corn,Corn/Wheat,2,1,7,Middle,180,0.0244,0.195
20231218,Wheat,Corn/Wheat,2,1,7,Middle,180,0.0143,0.0343
20231218,Wheat,Corn/Wheat,2,1,7,Middle,180,0.006,0.0169
20231218,Wheat,Corn/Wheat,2,1,7,Middle,180,0.0082,0.0222
20231218,Wheat,Corn/Wheat,2,1,7,Middle,180,0.0049,0.0131
20231218,Wheat,Corn/Wheat,2,1,7,Middle,180,0.0078,0.0247
20231218,Corn,Corn/Wheat,3,1,7,Middle,180,0.021,0.1852
20231218,Corn,Corn/Wheat,3,1,7,Middle,180,0.0323,0.1837
20231218,Corn,Corn/Wheat,3,1,7,Middle,180,0.0381,0.1983
20231218,Corn,Corn/Wheat,3,1,7,Middle,180,0.0417,0.1408
20231218,Corn,Corn/Wheat,3,1,7,Middle,180,0.0386,0.3042
20231218,Wheat,Corn/Wheat,3,1,7,Middle,180,0.0067,0.0271
20231218,Wheat,Corn/Wheat,3,1,7,Middle,180,0.0048,0.0177
20231218,Wheat,Corn/Wheat,3,1,7,Middle,180,0.0068,0.0274
20231218,Wheat,Corn/Wheat,3,1,7,Middle,180,0.009,0.0246
20231218,Wheat,Corn/Wheat,3,1,7,Middle,180,0.0032,0.0298
20231218,Corn,Corn/Wheat,1,1,7,High,405,0.0168,0.221
20231218,Corn,Corn/Wheat,1,1,7,High,405,0.0157,0.2591
20231218,Corn,Corn/Wheat,1,1,7,High,405,0.0206,0.2678
20231218,Corn,Corn/Wheat,1,1,7,High,405,0.0182,0.259
20231218,Corn,Corn/Wheat,1,1,7,High,405,0.0174,0.2024
20231218,Wheat,Corn/Wheat,1,1,7,High,405,0.0082,0.0241
20231218,Wheat,Corn/Wheat,1,1,7,High,405,0.0024,0.0353
20231218,Wheat,Corn/Wheat,1,1,7,High,405,0.0096,0.024
20231218,Wheat,Corn/Wheat,1,1,7,High,405,0.0037,0.0267
20231218,Wheat,Corn/Wheat,1,1,7,High,405,0.0046,0.0348
20231218,Corn,Corn/Wheat,2,1,7,High,405,0.0145,0.2571
20231218,Corn,Corn/Wheat,2,1,7,High,405,0.0153,0.2362
20231218,Corn,Corn/Wheat,2,1,7,High,405,0.0149,0.2714
20231218,Corn,Corn/Wheat,2,1,7,High,405,0.0196,0.2688
20231218,Corn,Corn/Wheat,2,1,7,High,405,0.0169,0.2111
20231218,Wheat,Corn/Wheat,2,1,7,High,405,0.0065,0.0184
20231218,Wheat,Corn/Wheat,2,1,7,High,405,0.0043,0.0214
20231218,Wheat,Corn/Wheat,2,1,7,High,405,0.009,0.0222
20231218,Wheat,Corn/Wheat,2,1,7,High,405,0.0033,0.0112
20231218,Wheat,Corn/Wheat,2,1,7,High,405,0.0041,0.017
20231218,Corn,Corn/Wheat,3,1,7,High,405,0.0332,0.1818
20231218,Corn,Corn/Wheat,3,1,7,High,405,0.0181,0.2545
20231218,Corn,Corn/Wheat,3,1,7,High,405,0.0255,0.2444
20231218,Corn,Corn/Wheat,3,1,7,High,405,0.0285,0.1977
20231218,Corn,Corn/Wheat,3,1,7,High,405,0.0449,0.2757
20231218,Wheat,Corn/Wheat,3,1,7,High,405,0.0122,0.0291
20231218,Wheat,Corn/Wheat,3,1,7,High,405,0.0076,0.032
20231218,Wheat,Corn/Wheat,3,1,7,High,405,0.0071,0.0327
20231218,Wheat,Corn/Wheat,3,1,7,High,405,0.0062,0.0263
20231218,Wheat,Corn/Wheat,3,1,7,High,405,0.0061,0.0213
20231225,Corn,Corn/Wheat,1,2,14,Low,83,0.0356,0.2469
20231225,Corn,Corn/Wheat,1,2,14,Low,83,0.0243,0.2013
20231225,Corn,Corn/Wheat,1,2,14,Low,83,0.0359,0.1819
20231225,Corn,Corn/Wheat,1,2,14,Low,83,0.0392,0.199
20231225,Corn,Corn/Wheat,1,2,14,Low,83,0.0447,0.1712
20231225,Wheat,Corn/Wheat,1,2,14,Low,85,0.0129,0.0275
20231225,Wheat,Corn/Wheat,1,2,14,Low,85,0.0113,0.0264
20231225,Wheat,Corn/Wheat,1,2,14,Low,85,0.0105,0.0242
20231225,Wheat,Corn/Wheat,1,2,14,Low,85,0.0134,0.0315
20231225,Wheat,Corn/Wheat,1,2,14,Low,85,0.0099,0.0247
20231225,Corn,Corn/Wheat,2,2,14,Low,85,0.0498,0.2348
20231225,Corn,Corn/Wheat,2,2,14,Low,85,0.0516,0.2075
20231225,Corn,Corn/Wheat,2,2,14,Low,85,0.0312,0.1798
20231225,Corn,Corn/Wheat,2,2,14,Low,85,0.0431,0.1807
20231225,Corn,Corn/Wheat,2,2,14,Low,85,0.0444,0.2581
20231225,Wheat,Corn/Wheat,2,2,14,Low,85,0.0126,0.0271
20231225,Wheat,Corn/Wheat,2,2,14,Low,85,0.0119,0.0279
20231225,Wheat,Corn/Wheat,2,2,14,Low,85,0.0144,0.0329
20231225,Wheat,Corn/Wheat,2,2,14,Low,85,0.0057,0.0168
20231225,Wheat,Corn/Wheat,2,2,14,Low,85,0.0124,0.0305
20231225,Corn,Corn/Wheat,3,2,14,Low,85,0.0314,0.1575
20231225,Corn,Corn/Wheat,3,2,14,Low,85,0.0407,0.2232
20231225,Corn,Corn/Wheat,3,2,14,Low,85,0.0196,0.2025
20231225,Corn,Corn/Wheat,3,2,14,Low,85,0.0178,0.2716
20231225,Corn,Corn/Wheat,3,2,14,Low,85,0.0195,0.1461
20231225,Wheat,Corn/Wheat,3,2,14,Low,83,0.0103,0.0191
20231225,Wheat,Corn/Wheat,3,2,14,Low,83,0.011,0.0269
20231225,Wheat,Corn/Wheat,3,2,14,Low,83,0.0107,0.028
20231225,Wheat,Corn/Wheat,3,2,14,Low,83,0.0123,0.0302
20231225,Wheat,Corn/Wheat,3,2,14,Low,83,0.0139,0.0282
20231225,Corn,Corn/Wheat,1,2,14,Middle,175,0.0552,0.247
20231225,Corn,Corn/Wheat,1,2,14,Middle,175,0.0401,0.1813
20231225,Corn,Corn/Wheat,1,2,14,Middle,175,0.0331,0.1724
20231225,Corn,Corn/Wheat,1,2,14,Middle,175,0.0337,0.1384
20231225,Corn,Corn/Wheat,1,2,14,Middle,175,0.0338,0.1909
20231225,Wheat,Corn/Wheat,1,2,14,Middle,175,0.0149,0.0355
20231225,Wheat,Corn/Wheat,1,2,14,Middle,175,0.013,0.0513
20231225,Wheat,Corn/Wheat,1,2,14,Middle,175,0.0106,0.0243
20231225,Wheat,Corn/Wheat,1,2,14,Middle,175,0.0078,0.0201
20231225,Wheat,Corn/Wheat,1,2,14,Middle,175,0.0029,0.0374
20231225,Corn,Corn/Wheat,2,2,14,Middle,174,0.0362,0.1629
20231225,Corn,Corn/Wheat,2,2,14,Middle,174,0.0423,0.2062
20231225,Corn,Corn/Wheat,2,2,14,Middle,174,0.0294,0.1819
20231225,Corn,Corn/Wheat,2,2,14,Middle,174,0.0155,0.1214
20231225,Corn,Corn/Wheat,2,2,14,Middle,174,0.0156,0.0946
20231225,Wheat,Corn/Wheat,2,2,14,Middle,175,0.0093,0.0256
20231225,Wheat,Corn/Wheat,2,2,14,Middle,175,0.0113,0.0259
20231225,Wheat,Corn/Wheat,2,2,14,Middle,175,0.0158,0.0368
20231225,Wheat,Corn/Wheat,2,2,14,Middle,175,0.0112,0.0279
20231225,Wheat,Corn/Wheat,2,2,14,Middle,175,0.0109,0.0249
20231225,Corn,Corn/Wheat,3,2,14,Middle,175,0.0645,0.2465
20231225,Corn,Corn/Wheat,3,2,14,Middle,175,0.0464,0.25
20231225,Corn,Corn/Wheat,3,2,14,Middle,175,0.0479,0.2151
20231225,Corn,Corn/Wheat,3,2,14,Middle,175,0.0346,0.1912
20231225,Corn,Corn/Wheat,3,2,14,Middle,175,0.0162,0.102
20231225,Wheat,Corn/Wheat,3,2,14,Middle,173,0.0115,0.0225
20231225,Wheat,Corn/Wheat,3,2,14,Middle,173,0.0101,0.0218
20231225,Wheat,Corn/Wheat,3,2,14,Middle,173,0.0112,0.0294
20231225,Wheat,Corn/Wheat,3,2,14,Middle,173,0.0101,0.0199
20231225,Wheat,Corn/Wheat,3,2,14,Middle,173,0.0099,0.028
20231225,Corn,Corn/Wheat,1,2,14,High,399,0.0184,0.285
20231225,Corn,Corn/Wheat,1,2,14,High,399,0.0252,0.2424
20231225,Corn,Corn/Wheat,1,2,14,High,399,0.017,0.2498
20231225,Corn,Corn/Wheat,1,2,14,High,399,0.0194,0.2375
20231225,Corn,Corn/Wheat,1,2,14,High,399,0.0362,0.2556
20231225,Wheat,Corn/Wheat,1,2,14,High,400,0.0067,0.0277
20231225,Wheat,Corn/Wheat,1,2,14,High,400,0.0004,0.0287
20231225,Wheat,Corn/Wheat,1,2,14,High,400,0.0099,0.0221
20231225,Wheat,Corn/Wheat,1,2,14,High,400,0.0095,0.027
20231225,Wheat,Corn/Wheat,1,2,14,High,400,0.0104,0.0186
20231225,Corn,Corn/Wheat,2,2,14,High,400,0.015,0.2875
20231225,Corn,Corn/Wheat,2,2,14,High,400,0.0148,0.3257
20231225,Corn,Corn/Wheat,2,2,14,High,400,0.0079,0.2798
20231225,Corn,Corn/Wheat,2,2,14,High,400,0.0235,0.2234
20231225,Corn,Corn/Wheat,2,2,14,High,400,0.0222,0.2525
20231225,Wheat,Corn/Wheat,2,2,14,High,399,0.0099,0.0187
20231225,Wheat,Corn/Wheat,2,2,14,High,399,0.0051,0.0145
20231225,Wheat,Corn/Wheat,2,2,14,High,399,0.0092,0.0223
20231225,Wheat,Corn/Wheat,2,2,14,High,399,0.0029,0.024
20231225,Wheat,Corn/Wheat,2,2,14,High,399,0.0078,0.016
20231225,Corn,Corn/Wheat,3,2,14,High,400,0.0246,0.2065
20231225,Corn,Corn/Wheat,3,2,14,High,400,0.0234,0.1605
20231225,Corn,Corn/Wheat,3,2,14,High,400,0.0229,0.2865
20231225,Corn,Corn/Wheat,3,2,14,High,400,0.0347,0.189
20231225,Corn,Corn/Wheat,3,2,14,High,400,0.0277,0.1789
20231225,Wheat,Corn/Wheat,3,2,14,High,399,0.0133,0.0275
20231225,Wheat,Corn/Wheat,3,2,14,High,399,0.0046,0.0267
20231225,Wheat,Corn/Wheat,3,2,14,High,399,0.0087,0.023
20231225,Wheat,Corn/Wheat,3,2,14,High,399,0.0093,0.0242
20231225,Wheat,Corn/Wheat,3,2,14,High,399,0.0058,0.0405
20240101,Corn,Corn/Wheat,1,3,21,Low,78,0.0348,0.2465
20240101,Corn,Corn/Wheat,1,3,21,Low,78,0.024,0.2826
20240101,Corn,Corn/Wheat,1,3,21,Low,78,0.0195,0.2276
20240101,Corn,Corn/Wheat,1,3,21,Low,78,0.0158,0.1856
20240101,Corn,Corn/Wheat,1,3,21,Low,78,0.0121,0.2177
20240101,Wheat,Corn/Wheat,1,3,21,Low,80,0.0038,0.0369
20240101,Wheat,Corn/Wheat,1,3,21,Low,80,0.0054,0.0358
20240101,Wheat,Corn/Wheat,1,3,21,Low,80,0.0056,0.022
20240101,Wheat,Corn/Wheat,1,3,21,Low,80,0.0049,0.0341
20240101,Wheat,Corn/Wheat,1,3,21,Low,80,0.0045,0.038
20240101,Corn,Corn/Wheat,2,3,21,Low,79,0.0337,0.2473
20240101,Corn,Corn/Wheat,2,3,21,Low,79,0.0386,0.2233
20240101,Corn,Corn/Wheat,2,3,21,Low,79,0.0304,0.1876
20240101,Corn,Corn/Wheat,2,3,21,Low,79,0.0262,0.1942
20240101,Corn,Corn/Wheat,2,3,21,Low,79,0.0244,0.2577
20240101,Wheat,Corn/Wheat,2,3,21,Low,80,0.0087,0.0365
20240101,Wheat,Corn/Wheat,2,3,21,Low,80,0.0088,0.0424
20240101,Wheat,Corn/Wheat,2,3,21,Low,80,0.0064,0.0374
20240101,Wheat,Corn/Wheat,2,3,21,Low,80,0.0076,0.0345
20240101,Wheat,Corn/Wheat,2,3,21,Low,80,0.0075,0.0341
20240101,Corn,Corn/Wheat,3,3,21,Low,79,0.0104,0.1662
20240101,Corn,Corn/Wheat,3,3,21,Low,79,0.0145,0.2652
20240101,Corn,Corn/Wheat,3,3,21,Low,79,0.0133,0.2781
20240101,Corn,Corn/Wheat,3,3,21,Low,79,0.0112,0.3151
20240101,Corn,Corn/Wheat,3,3,21,Low,79,0.0127,0.2689
20240101,Wheat,Corn/Wheat,3,3,21,Low,78,0.0109,0.0333
20240101,Wheat,Corn/Wheat,3,3,21,Low,78,0.0103,0.0291
20240101,Wheat,Corn/Wheat,3,3,21,Low,78,0.0086,0.0358
20240101,Wheat,Corn/Wheat,3,3,21,Low,78,0.0051,0.0346
20240101,Wheat,Corn/Wheat,3,3,21,Low,78,0.0024,0.0156
20240101,Corn,Corn/Wheat,1,3,21,Middle,169,0.0263,0.2646
20240101,Corn,Corn/Wheat,1,3,21,Middle,169,0.0277,0.3009
20240101,Corn,Corn/Wheat,1,3,21,Middle,169,0.02,0.1372
20240101,Corn,Corn/Wheat,1,3,21,Middle,169,0.0278,0.2541
20240101,Corn,Corn/Wheat,1,3,21,Middle,169,0.0321,0.2508
20240101,Wheat,Corn/Wheat,1,3,21,Middle,170,0.0064,0.0345
20240101,Wheat,Corn/Wheat,1,3,21,Middle,170,0.0079,0.0304
20240101,Wheat,Corn/Wheat,1,3,21,Middle,170,0.0051,0.0289
20240101,Wheat,Corn/Wheat,1,3,21,Middle,170,0.0058,0.0352
20240101,Wheat,Corn/Wheat,1,3,21,Middle,170,0.0051,0.0316
20240101,Corn,Corn/Wheat,2,3,21,Middle,168,0.0276,0.2748
20240101,Corn,Corn/Wheat,2,3,21,Middle,168,0.0085,0.1081
20240101,Corn,Corn/Wheat,2,3,21,Middle,168,0.0304,0.2934
20240101,Corn,Corn/Wheat,2,3,21,Middle,168,0.0439,0.2789
20240101,Corn,Corn/Wheat,2,3,21,Middle,168,0.0193,0.1718
20240101,Wheat,Corn/Wheat,2,3,21,Middle,169,0.0078,0.0477
20240101,Wheat,Corn/Wheat,2,3,21,Middle,169,0.0068,0.0438
20240101,Wheat,Corn/Wheat,2,3,21,Middle,169,0.0096,0.033
20240101,Wheat,Corn/Wheat,2,3,21,Middle,169,0.0084,0.0454
20240101,Wheat,Corn/Wheat,2,3,21,Middle,169,0.004,0.037
20240101,Corn,Corn/Wheat,3,3,21,Middle,170,0.0296,0.2282
20240101,Corn,Corn/Wheat,3,3,21,Middle,170,0.0305,0.263
20240101,Corn,Corn/Wheat,3,3,21,Middle,170,0.0303,0.2427
20240101,Corn,Corn/Wheat,3,3,21,Middle,170,0.013,0.3043
20240101,Corn,Corn/Wheat,3,3,21,Middle,170,0.0175,0.1645
20240101,Wheat,Corn/Wheat,3,3,21,Middle,168,0.0086,0.0272
20240101,Wheat,Corn/Wheat,3,3,21,Middle,168,0.0089,0.0314
20240101,Wheat,Corn/Wheat,3,3,21,Middle,168,0.0049,0.0259
20240101,Wheat,Corn/Wheat,3,3,21,Middle,168,0.0048,0.0359
20240101,Wheat,Corn/Wheat,3,3,21,Middle,168,0.0032,0.0199
20240101,Corn,Corn/Wheat,1,3,21,High,394,0.029,0.2281
20240101,Corn,Corn/Wheat,1,3,21,High,394,0.0341,0.2068
20240101,Corn,Corn/Wheat,1,3,21,High,394,0.0171,0.3443
20240101,Corn,Corn/Wheat,1,3,21,High,394,0.0151,0.1903
20240101,Corn,Corn/Wheat,1,3,21,High,394,0.0254,0.2443
20240101,Wheat,Corn/Wheat,1,3,21,High,395,0.0078,0.0395
20240101,Wheat,Corn/Wheat,1,3,21,High,395,0.0066,0.032
20240101,Wheat,Corn/Wheat,1,3,21,High,395,0.0087,0.0381
20240101,Wheat,Corn/Wheat,1,3,21,High,395,0.0109,0.0347
20240101,Wheat,Corn/Wheat,1,3,21,High,395,0.0125,0.0321
20240101,Corn,Corn/Wheat,2,3,21,High,394,0.019,0.2768
20240101,Corn,Corn/Wheat,2,3,21,High,394,0.0096,0.2549
20240101,Corn,Corn/Wheat,2,3,21,High,394,0.0165,0.2891
20240101,Corn,Corn/Wheat,2,3,21,High,394,0.0146,0.2149
20240101,Corn,Corn/Wheat,2,3,21,High,394,0.0111,0.2734
20240101,Wheat,Corn/Wheat,2,3,21,High,393,0.0058,0.0324
20240101,Wheat,Corn/Wheat,2,3,21,High,393,0.0098,0.0438
20240101,Wheat,Corn/Wheat,2,3,21,High,393,0.0037,0.0309
20240101,Wheat,Corn/Wheat,2,3,21,High,393,0.0046,0.0334
20240101,Wheat,Corn/Wheat,2,3,21,High,393,0.0056,0.0273
20240101,Corn,Corn/Wheat,3,3,21,High,392,0.0175,0.3382
20240101,Corn,Corn/Wheat,3,3,21,High,392,0.0253,0.2745
20240101,Corn,Corn/Wheat,3,3,21,High,392,0.0175,0.2303
20240101,Corn,Corn/Wheat,3,3,21,High,392,0.0169,0.2209
20240101,Corn,Corn/Wheat,3,3,21,High,392,0.0204,0.2909
20240101,Wheat,Corn/Wheat,3,3,21,High,394,0.004,0.0203
20240101,Wheat,Corn/Wheat,3,3,21,High,394,0.0049,0.0304
20240101,Wheat,Corn/Wheat,3,3,21,High,394,0.0094,0.0332
20240101,Wheat,Corn/Wheat,3,3,21,High,394,0.0117,0.0362
20240101,Wheat,Corn/Wheat,3,3,21,High,394,0.0099,0.0286
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0519,0.1972
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0303,0.1406
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0507,0.1793
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0199,0.1312
20240108,Corn,Corn/Wheat,1,4,28,Low,73,0.0324,0.1505
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0079,0.0208
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0158,0.0316
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.015,0.0371
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0126,0.0303
20240108,Wheat,Corn/Wheat,1,4,28,Low,74,0.0136,0.0311
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0399,0.1764
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0723,0.209
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0587,0.2001
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0261,0.1525
20240108,Corn,Corn/Wheat,2,4,28,Low,73,0.0758,0.2526
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0148,0.038
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0111,0.0305
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0161,0.0365
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0158,0.0404
20240108,Wheat,Corn/Wheat,2,4,28,Low,73,0.0101,0.0248
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0338,0.1578
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0494,0.1643
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0542,0.1884
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0338,0.285
20240108,Corn,Corn/Wheat,3,4,28,Low,73,0.0473,0.2087
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0145,0.0324
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0159,0.0355
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.016,0.0362
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0124,0.0372
20240108,Wheat,Corn/Wheat,3,4,28,Low,71,0.0167,0.0366
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0102,0.1465
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0238,0.1539
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0263,0.1976
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0419,0.1886
20240108,Corn,Corn/Wheat,1,4,28,Middle,164,0.0318,0.1987
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0065,0.0185
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0104,0.0269
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0082,0.0213
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0072,0.0199
20240108,Wheat,Corn/Wheat,1,4,28,Middle,165,0.0112,0.0279
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.038,0.1892
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0438,0.1849
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0422,0.2338
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0409,0.2033
20240108,Corn,Corn/Wheat,2,4,28,Middle,162,0.0299,0.2494
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0096,0.0233
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0109,0.0252
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0123,0.0269
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0106,0.025
20240108,Wheat,Corn/Wheat,2,4,28,Middle,163,0.0083,0.0223
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0497,0.233
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0526,0.2168
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0324,0.1848
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.0388,0.2137
20240108,Corn,Corn/Wheat,3,4,28,Middle,164,0.024,0.1566
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0105,0.0273
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0132,0.0327
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0106,0.0315
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0121,0.0394
20240108,Wheat,Corn/Wheat,3,4,28,Middle,161,0.0098,0.027
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0112,0.0269
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0111,0.0347
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0118,0.0318
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0137,0.0364
20240108,Corn,Corn/Wheat,1,4,28,High,389,0.0159,0.039
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0199,0.1711
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0238,0.1533
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0364,0.2096
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0391,0.2329
20240108,Wheat,Corn/Wheat,1,4,28,High,390,0.0411,0.2077
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0269,0.2051
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0269,0.2534
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0371,0.2257
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0291,0.1549
20240108,Corn,Corn/Wheat,2,4,28,High,388,0.0254,0.1529
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0113,0.0343
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0091,0.0335
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0105,0.0324
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0108,0.0333
20240108,Wheat,Corn/Wheat,2,4,28,High,386,0.0098,0.0381
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0247,0.1893
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0381,0.1929
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0333,0.1439
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0369,0.1526
20240108,Corn,Corn/Wheat,3,4,28,High,387,0.0264,0.1594
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0097,0.0281
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.011,0.03
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0147,0.0322
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0134,0.0343
20240108,Wheat,Corn/Wheat,3,4,28,High,387,0.0096,0.0293
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0358,0.207
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0442,0.2286
20240115,Corn,Corn/Wheat,1,5,35,Low,68,0.0377,0.1628
